Sample,qseqid,sseqid,pident,evalue,score,bitscore,length,qstart,qend,sstart,send,stitle,species,query_length
Q61,TRINITY_DN59051_c0_g1_i1,CAJHUB010000618.1,99.751,0,398,736,401,1,401,85036,85436,"CAJHUB010000618.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro655, whole genome shotgun sequence",Nyctereutes procyonoides,401
Q61,TRINITY_DN1558_c0_g1_i1,CAJHUB010000620.1,99.505,0,398,736,404,1,404,63322,63725,"CAJHUB010000620.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro657, whole genome shotgun sequence",Nyctereutes procyonoides,404
Q61,TRINITY_DN28837_c0_g1_i1,CAJHUB010000709.1,99.027,0,399,737,411,1,411,11015,11425,"CAJHUB010000709.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro737, whole genome shotgun sequence",Nyctereutes procyonoides,411
Q61,TRINITY_DN55929_c1_g1_i1,CAJHUB010000754.1,99.265,0,399,737,408,1,408,103647827,103648234,"CAJHUB010000754.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro778, whole genome shotgun sequence",Nyctereutes procyonoides,409
Q61,TRINITY_DN30415_c0_g1_i1,CAJHUB010000780.1,99.265,0,399,737,408,4,411,145807,146214,"CAJHUB010000780.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro800, whole genome shotgun sequence",Nyctereutes procyonoides,411
Q61,TRINITY_DN80035_c0_g1_i1,CAJHUB010000592.1,100,0,399,737,399,1,399,36651,37049,"CAJHUB010000592.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro631, whole genome shotgun sequence",Nyctereutes procyonoides,399
Q61,TRINITY_DN27991_c0_g1_i1,CAJHUB010000622.1,99.507,0,399,737,406,1,406,62178,62582,"CAJHUB010000622.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro659, whole genome shotgun sequence",Nyctereutes procyonoides,406
Q61,TRINITY_DN37660_c0_g1_i1,CAJHUB010000789.1,99.751,0,399,737,402,1,402,32166540,32166139,"CAJHUB010000789.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro809, whole genome shotgun sequence",Nyctereutes procyonoides,402
Q61,TRINITY_DN58716_c0_g1_i1,CAJHUB010000781.1,99.751,0,399,737,402,1,402,3427531,3427130,"CAJHUB010000781.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro801, whole genome shotgun sequence",Nyctereutes procyonoides,402
Q61,TRINITY_DN74324_c0_g1_i1,CAJHUB010000672.1,99.507,0,399,737,406,21,426,45148169,45147766,"CAJHUB010000672.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro703, whole genome shotgun sequence",Nyctereutes procyonoides,426
Q61,TRINITY_DN18094_c0_g1_i1,CAJHUB010000672.1,100,0,399,737,399,1,399,45245458,45245060,"CAJHUB010000672.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro703, whole genome shotgun sequence",Nyctereutes procyonoides,399
Q61,TRINITY_DN29686_c1_g1_i1,NC_051804.1,100,0,399,737,399,1,399,33287079,33287477,"NC_051804.1 Anas platyrhynchos isolate Z2 breed Pekin duck chromosome Z, ZJU1.0, whole genome shotgun sequence",Anas platyrhynchos,399
Q61,TRINITY_DN43521_c0_g1_i1,CAJHUB010000653.1,99.265,0,399,737,408,1,408,4345651,4345244,"CAJHUB010000653.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro687, whole genome shotgun sequence",Nyctereutes procyonoides,409
Q61,TRINITY_DN2355_c0_g1_i1,NW_024009717.1,100,0,399,737,399,1,399,169314,169712,"NW_024009717.1 Anas platyrhynchos isolate Z2 breed Pekin duck unplaced genomic scaffold, ZJU1.0 scaffold165, whole genome shotgun sequence",Anas platyrhynchos,399
Q61,TRINITY_DN75505_c0_g1_i1,CAJHUB010000760.1,100,0,400,739,400,1,400,25025868,25025469,"CAJHUB010000760.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro783, whole genome shotgun sequence",Nyctereutes procyonoides,400
Q61,TRINITY_DN58828_c0_g1_i1,CAJHUB010000730.1,99.752,0,400,739,403,1,403,93919,93517,"CAJHUB010000730.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro756, whole genome shotgun sequence",Nyctereutes procyonoides,403
Q61,TRINITY_DN77219_c0_g1_i1,CAJHUB010000714.1,99.507,0,400,739,406,1,406,109797,110202,"CAJHUB010000714.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro741, whole genome shotgun sequence",Nyctereutes procyonoides,406
Q61,TRINITY_DN15625_c0_g1_i1,CAJHUB010000718.1,99.507,0,400,739,406,1,406,127126,126721,"CAJHUB010000718.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro745, whole genome shotgun sequence",Nyctereutes procyonoides,406
Q61,TRINITY_DN57671_c0_g1_i1,CAJHUB010000674.1,100,0,400,739,400,1,400,81775,82174,"CAJHUB010000674.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro705, whole genome shotgun sequence",Nyctereutes procyonoides,400
Q61,TRINITY_DN15731_c0_g1_i1,CAJHUB010000692.1,99.034,0,400,739,414,5,415,46790,47203,"CAJHUB010000692.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro721, whole genome shotgun sequence",Nyctereutes procyonoides,462
Q61,TRINITY_DN27455_c0_g1_i1,CAJHUB010000599.1,100,0,400,739,400,3,402,93416,93017,"CAJHUB010000599.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro638, whole genome shotgun sequence",Nyctereutes procyonoides,402
Q61,TRINITY_DN55884_c0_g1_i1,CAJHUB010000765.1,99.031,0,400,739,413,1,412,312233,312645,"CAJHUB010000765.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro788, whole genome shotgun sequence",Nyctereutes procyonoides,412
Q61,TRINITY_DN27788_c1_g1_i1,CAJHUB010000608.1,99.267,0,400,739,409,2,410,41799,42207,"CAJHUB010000608.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro646, whole genome shotgun sequence",Nyctereutes procyonoides,410
Q61,TRINITY_DN17458_c0_g1_i1,CAJHUB010000672.1,100,0,400,739,400,7,406,47180628,47180229,"CAJHUB010000672.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro703, whole genome shotgun sequence",Nyctereutes procyonoides,406
Q61,TRINITY_DN15509_c0_g1_i1,NC_051803.1,99.752,0,401,741,404,1,404,11530653,11530250,"NC_051803.1 Anas platyrhynchos isolate Z2 breed Pekin duck chromosome W, ZJU1.0, whole genome shotgun sequence",Anas platyrhynchos,404
Q61,TRINITY_DN59542_c0_g1_i1,CAJHUB010000517.1,100,0,401,741,401,1,401,10819,11219,"CAJHUB010000517.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro564, whole genome shotgun sequence",Nyctereutes procyonoides,401
Q61,TRINITY_DN46803_c0_g1_i1,CAJHUB010000765.1,100,0,401,741,401,3,403,18097,17697,"CAJHUB010000765.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro788, whole genome shotgun sequence",Nyctereutes procyonoides,403
Q61,TRINITY_DN28760_c0_g1_i1,CAJHUB010000672.1,100,0,401,741,401,1,401,45268720,45269120,"CAJHUB010000672.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro703, whole genome shotgun sequence",Nyctereutes procyonoides,401
Q61,TRINITY_DN20940_c0_g1_i1,CAJHUB010000760.1,100,0,401,741,401,1,401,24929165,24928765,"CAJHUB010000760.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro783, whole genome shotgun sequence",Nyctereutes procyonoides,401
Q61,TRINITY_DN2892_c0_g1_i1,CAJHUB010000730.1,99.509,0,401,741,407,1,407,98147,98553,"CAJHUB010000730.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro756, whole genome shotgun sequence",Nyctereutes procyonoides,407
Q61,TRINITY_DN45329_c0_g1_i1,NC_051800.1,99.752,0,401,741,404,2,405,5739010,5739413,"NC_051800.1 Anas platyrhynchos isolate Z2 breed Pekin duck chromosome 29, ZJU1.0, whole genome shotgun sequence",Anas platyrhynchos,405
Q61,TRINITY_DN71470_c0_g1_i1,CAJHUB010000736.1,99.752,0,401,741,404,1,404,86192,85789,"CAJHUB010000736.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro761, whole genome shotgun sequence",Nyctereutes procyonoides,404
Q61,TRINITY_DN4885_c0_g1_i1,CAJHUB010000619.1,99.752,0,401,741,404,1,404,6379,5976,"CAJHUB010000619.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro656, whole genome shotgun sequence",Nyctereutes procyonoides,404
Q61,TRINITY_DN72617_c0_g1_i1,CAJHUB010000672.1,99.752,0,401,741,404,1,404,47181292,47180889,"CAJHUB010000672.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro703, whole genome shotgun sequence",Nyctereutes procyonoides,404
Q61,TRINITY_DN41266_c0_g1_i1,NC_006617.4,99.752,0,401,741,404,19,422,24917004,24917407,"NC_006617.4 Canis lupus familiaris isolate Tasha breed boxer chromosome 35, alternate assembly Dog10K_Boxer_Tasha, whole genome shotgun sequence",Canis lupus,422
Q61,TRINITY_DN74866_c0_g1_i1,CAJHUB010000758.1,99.752,0,401,741,404,1,404,383309,383712,"CAJHUB010000758.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro781, whole genome shotgun sequence",Nyctereutes procyonoides,404
Q61,TRINITY_DN19973_c0_g1_i1,CAJHUB010000653.1,100,0,401,741,401,1,401,4368098,4367698,"CAJHUB010000653.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro687, whole genome shotgun sequence",Nyctereutes procyonoides,401
Q61,TRINITY_DN14707_c0_g1_i1,CAJHUB010000565.1,99.753,0,402,743,405,1,405,34007,34411,"CAJHUB010000565.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro607, whole genome shotgun sequence",Nyctereutes procyonoides,405
Q61,TRINITY_DN44306_c0_g1_i1,CAJHUB010000629.1,99.753,0,402,743,405,1,405,156799,157203,"CAJHUB010000629.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro665, whole genome shotgun sequence",Nyctereutes procyonoides,405
Q61,TRINITY_DN42766_c0_g1_i1,CAJHUB010000653.1,99.27,0,402,743,411,1,411,4388403,4388813,"CAJHUB010000653.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro687, whole genome shotgun sequence",Nyctereutes procyonoides,411
Q61,TRINITY_DN46502_c0_g1_i1,CAJHUB010000789.1,99.753,0,402,743,405,1,405,32255872,32255468,"CAJHUB010000789.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro809, whole genome shotgun sequence",Nyctereutes procyonoides,405
Q61,TRINITY_DN33189_c0_g1_i1,CAJHUB010000517.1,99.753,0,402,743,405,1,405,1156,1560,"CAJHUB010000517.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro564, whole genome shotgun sequence",Nyctereutes procyonoides,405
Q61,TRINITY_DN1234_c0_g1_i1,CAJHUB010000586.1,99.51,0,402,743,408,1,408,59423,59016,"CAJHUB010000586.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro626, whole genome shotgun sequence",Nyctereutes procyonoides,411
Q61,TRINITY_DN70669_c0_g1_i1,CAJHUB010000647.1,99.51,0,402,743,408,1,408,62459,62866,"CAJHUB010000647.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro681, whole genome shotgun sequence",Nyctereutes procyonoides,417
Q61,TRINITY_DN73069_c0_g1_i1,CAJHUB010000696.1,99.51,0,402,743,408,1,408,46820,47227,"CAJHUB010000696.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro725, whole genome shotgun sequence",Nyctereutes procyonoides,408
Q61,TRINITY_DN23944_c0_g1_i1,CAJHUB010000736.1,100,0,402,743,402,3,404,57363,57764,"CAJHUB010000736.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro761, whole genome shotgun sequence",Nyctereutes procyonoides,404
Q61,TRINITY_DN71014_c0_g1_i1,CAJHUB010000672.1,99.27,0,402,743,411,1,411,1148910,1148500,"CAJHUB010000672.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro703, whole genome shotgun sequence",Nyctereutes procyonoides,413
Q61,TRINITY_DN4493_c0_g1_i1,CAJHUB010000653.1,99.27,0,402,743,411,1,411,4378651,4378241,"CAJHUB010000653.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro687, whole genome shotgun sequence",Nyctereutes procyonoides,411
Q61,TRINITY_DN9999_c0_g1_i1,CAJHUB010000674.1,100,0,403,745,403,1,403,92541,92943,"CAJHUB010000674.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro705, whole genome shotgun sequence",Nyctereutes procyonoides,403
Q61,TRINITY_DN4983_c0_g1_i1,CAJHUB010000760.1,99.754,0,403,745,406,1,406,25022612,25023017,"CAJHUB010000760.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro783, whole genome shotgun sequence",Nyctereutes procyonoides,406
Q61,TRINITY_DN58056_c0_g1_i1,CAJHUB010000711.1,99.754,0,403,745,406,1,406,39665600,39665195,"CAJHUB010000711.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro739, whole genome shotgun sequence",Nyctereutes procyonoides,406
Q61,TRINITY_DN15944_c1_g1_i1,NW_024010388.1,99.511,0,403,745,409,1,409,534929,535337,"NW_024010388.1 Anas platyrhynchos isolate Z2 breed Pekin duck unplaced genomic scaffold, ZJU1.0 scaffold93, whole genome shotgun sequence",Anas platyrhynchos,409
Q61,TRINITY_DN73794_c0_g1_i1,RAQP01000802.1,99.036,0,403,745,415,3,417,177260,177674,"RAQP01000802.1 Marmota himalayana scaffold802, whole genome shotgun sequence",Marmota himalayana,417
Q61,TRINITY_DN17551_c0_g1_i1,NC_046163.1,99.754,0,403,745,406,1,406,78460991,78460586,"NC_046163.1 Rattus rattus isolate New Zealand chromosome 10, Rrattus_CSIRO_v1, whole genome shotgun sequence",Rattus rattus,406
Q61,TRINITY_DN34160_c0_g1_i1,CAJHUB010000681.1,100,0,403,745,403,1,403,13123539,13123137,"CAJHUB010000681.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro711, whole genome shotgun sequence",Nyctereutes procyonoides,403
Q61,TRINITY_DN24072_c0_g1_i1,CAJHUB010000789.1,99.511,0,403,745,409,1,409,32253574,32253166,"CAJHUB010000789.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro809, whole genome shotgun sequence",Nyctereutes procyonoides,409
Q61,TRINITY_DN17480_c0_g1_i1,CAJHUB010000758.1,99.272,0,403,745,412,1,412,141514,141103,"CAJHUB010000758.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro781, whole genome shotgun sequence",Nyctereutes procyonoides,444
Q61,TRINITY_DN37354_c0_g1_i1,NC_051774.1,100,0,403,745,403,1,403,6458574,6458172,"NC_051774.1 Anas platyrhynchos isolate Z2 breed Pekin duck chromosome 3, ZJU1.0, whole genome shotgun sequence",Anas platyrhynchos,403
Q61,TRINITY_DN30731_c0_g1_i1,CAJHUB010000749.1,100,0,403,745,403,1,403,41435,41837,"CAJHUB010000749.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro773, whole genome shotgun sequence",Nyctereutes procyonoides,403
Q61,TRINITY_DN52578_c0_g1_i1,CAJHUB010000758.1,99.755,0,404,747,408,1,407,103437,103030,"CAJHUB010000758.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro781, whole genome shotgun sequence",Nyctereutes procyonoides,407
Q61,TRINITY_DN42264_c0_g1_i1,CAJHUB010000672.1,99.754,0,404,747,407,1,407,47051805,47051399,"CAJHUB010000672.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro703, whole genome shotgun sequence",Nyctereutes procyonoides,407
Q61,TRINITY_DN4205_c0_g1_i1,CAJHUB010000727.1,99.754,0,404,747,407,1,407,210115,209709,"CAJHUB010000727.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro753, whole genome shotgun sequence",Nyctereutes procyonoides,407
Q61,TRINITY_DN2179_c1_g1_i1,CAJHUB010000724.1,100,0,404,747,404,1,404,158462,158059,"CAJHUB010000724.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro750, whole genome shotgun sequence",Nyctereutes procyonoides,404
Q61,TRINITY_DN73058_c0_g1_i1,CAJHUB010000599.1,99.754,0,404,747,407,1,407,67613,67207,"CAJHUB010000599.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro638, whole genome shotgun sequence",Nyctereutes procyonoides,407
Q61,TRINITY_DN38433_c0_g1_i1,CAJHUB010000639.1,100,0,404,747,404,1,404,110318,109915,"CAJHUB010000639.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro674, whole genome shotgun sequence",Nyctereutes procyonoides,404
Q61,TRINITY_DN56758_c0_g1_i1,CAJHUB010000595.1,99.754,0,404,747,407,12,418,31002,30596,"CAJHUB010000595.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro634, whole genome shotgun sequence",Nyctereutes procyonoides,418
Q61,TRINITY_DN45833_c0_g1_i1,CAJHUB010000758.1,99.274,0,404,747,413,1,413,89414,89826,"CAJHUB010000758.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro781, whole genome shotgun sequence",Nyctereutes procyonoides,413
Q61,TRINITY_DN76312_c0_g1_i1,CAJHUB010000769.1,100,0,404,747,404,1,404,28533818,28534221,"CAJHUB010000769.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro791, whole genome shotgun sequence",Nyctereutes procyonoides,404
Q61,TRINITY_DN78721_c0_g1_i1,CAJHUB010000789.1,99.512,0,404,747,410,1,410,32183437,32183846,"CAJHUB010000789.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro809, whole genome shotgun sequence",Nyctereutes procyonoides,410
Q61,TRINITY_DN32233_c0_g1_i1,CAJHUB010000639.1,99.512,0,404,747,410,1,410,193665,193256,"CAJHUB010000639.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro674, whole genome shotgun sequence",Nyctereutes procyonoides,410
Q61,TRINITY_DN77935_c0_g1_i1,CAJHUB010000684.1,100,0,404,747,404,2,405,23583,23180,"CAJHUB010000684.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro714, whole genome shotgun sequence",Nyctereutes procyonoides,405
Q61,TRINITY_DN70765_c0_g1_i1,NW_024009807.1,99.038,0,404,747,416,1,416,54298,53883,"NW_024009807.1 Anas platyrhynchos isolate Z2 breed Pekin duck unplaced genomic scaffold, ZJU1.0 scaffold281, whole genome shotgun sequence",Anas platyrhynchos,417
Q61,TRINITY_DN4864_c0_g1_i1,CAJHUB010000565.1,100,0,404,747,404,1,404,33327,32924,"CAJHUB010000565.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro607, whole genome shotgun sequence",Nyctereutes procyonoides,404
Q61,TRINITY_DN45053_c0_g1_i1,CAJHUB010000649.1,99.755,0,405,749,408,1,408,61062267,61061860,"CAJHUB010000649.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro683, whole genome shotgun sequence",Nyctereutes procyonoides,408
Q61,TRINITY_DN21202_c0_g1_i1,CAJHUB010000765.1,100,0,405,749,405,1,405,254711,254307,"CAJHUB010000765.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro788, whole genome shotgun sequence",Nyctereutes procyonoides,405
Q61,TRINITY_DN14114_c0_g1_i1,CAJHUB010000769.1,99.755,0,405,749,408,1,408,28495045,28494638,"CAJHUB010000769.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro791, whole genome shotgun sequence",Nyctereutes procyonoides,408
Q61,TRINITY_DN49703_c0_g1_i1,CAJHUB010000730.1,100,0,405,749,405,1,405,112861,112457,"CAJHUB010000730.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro756, whole genome shotgun sequence",Nyctereutes procyonoides,405
Q61,TRINITY_DN56144_c0_g1_i1,CAJHUB010000714.1,99.513,0,405,749,411,1,411,130137,130547,"CAJHUB010000714.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro741, whole genome shotgun sequence",Nyctereutes procyonoides,411
Q61,TRINITY_DN13148_c0_g1_i1,CAJHUB010000718.1,99.513,0,405,749,411,1,411,163125,163535,"CAJHUB010000718.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro745, whole genome shotgun sequence",Nyctereutes procyonoides,411
Q61,TRINITY_DN27957_c0_g1_i1,NC_051772.1,99.513,0,405,749,411,1,411,100454329,100453919,"NC_051772.1 Anas platyrhynchos isolate Z2 breed Pekin duck chromosome 1, ZJU1.0, whole genome shotgun sequence",Anas platyrhynchos,411
Q61,TRINITY_DN43352_c0_g1_i1,RAQP01000981.1,99.513,0,405,749,411,1,411,682725,682315,"RAQP01000981.1 Marmota himalayana scaffold981, whole genome shotgun sequence",Marmota himalayana,411
Q61,TRINITY_DN16014_c0_g1_i1,CAJHUB010000769.1,99.513,0,405,749,411,1,411,28241870,28242280,"CAJHUB010000769.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro791, whole genome shotgun sequence",Nyctereutes procyonoides,411
Q61,TRINITY_DN58545_c0_g1_i1,CAJHUB010000639.1,100,0,405,749,405,1,405,98371,97967,"CAJHUB010000639.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro674, whole genome shotgun sequence",Nyctereutes procyonoides,405
Q61,TRINITY_DN4597_c0_g1_i1,CAJHUB010000649.1,100,0,405,749,405,1,405,61082413,61082009,"CAJHUB010000649.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro683, whole genome shotgun sequence",Nyctereutes procyonoides,405
Q61,TRINITY_DN72590_c0_g1_i1,CAJHUB010000672.1,100,0,405,749,405,1,405,45286986,45287390,"CAJHUB010000672.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro703, whole genome shotgun sequence",Nyctereutes procyonoides,405
Q61,TRINITY_DN9145_c0_g1_i1,CAJHUB010000672.1,100,0,405,749,405,1,405,45279031,45279435,"CAJHUB010000672.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro703, whole genome shotgun sequence",Nyctereutes procyonoides,405
Q61,TRINITY_DN70962_c0_g1_i1,CAJHUB010000608.1,99.275,0,405,749,414,5,418,9524,9937,"CAJHUB010000608.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro646, whole genome shotgun sequence",Nyctereutes procyonoides,419
Q61,TRINITY_DN83164_c0_g1_i1,NW_024096030.1,99.756,0,406,750,409,1,409,124185,123777,"NW_024096030.1 Gallus gallus isolate bGalGal1 unplaced genomic scaffold, bGalGal1.mat.broiler.GRCg7b scaffold_78, whole genome shotgun sequence",Gallus gallus,409
Q61,TRINITY_DN73180_c0_g1_i1,RAQP01000929.1,100,0,406,750,406,1,406,604272,603867,"RAQP01000929.1 Marmota himalayana scaffold929, whole genome shotgun sequence",Marmota himalayana,408
Q61,TRINITY_DN27613_c0_g1_i1,CAJHUB010000759.1,100,0,406,750,406,1,406,50638,51043,"CAJHUB010000759.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro782, whole genome shotgun sequence",Nyctereutes procyonoides,406
Q61,TRINITY_DN70624_c0_g2_i1,CAJHUB010000715.1,100,0,406,750,406,1,406,72345,71940,"CAJHUB010000715.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro742, whole genome shotgun sequence",Nyctereutes procyonoides,407
Q61,TRINITY_DN17880_c0_g1_i1,CAJHUB010000649.1,99.756,0,406,750,410,1,410,43280930,43280522,"CAJHUB010000649.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro683, whole genome shotgun sequence",Nyctereutes procyonoides,410
Q61,TRINITY_DN78822_c0_g1_i1,CAJHUB010000633.1,99.756,0,406,750,409,1,409,8657,8249,"CAJHUB010000633.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro669, whole genome shotgun sequence",Nyctereutes procyonoides,409
Q61,TRINITY_DN30195_c0_g1_i1,CAJHUB010000725.1,99.756,0,406,750,409,1,409,68858,68450,"CAJHUB010000725.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro751, whole genome shotgun sequence",Nyctereutes procyonoides,409
Q61,TRINITY_DN779_c0_g1_i1,CAJHUB010000789.1,100,0,406,750,406,1,406,32104160,32104565,"CAJHUB010000789.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro809, whole genome shotgun sequence",Nyctereutes procyonoides,406
Q61,TRINITY_DN70903_c0_g1_i1,CAJHUB010000689.1,99.277,0,406,750,415,1,415,1218,804,"CAJHUB010000689.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro719, whole genome shotgun sequence",Nyctereutes procyonoides,415
Q61,TRINITY_DN42163_c0_g1_i1,CAJHUB010000653.1,99.277,0,406,750,415,1,415,4379045,4379459,"CAJHUB010000653.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro687, whole genome shotgun sequence",Nyctereutes procyonoides,415
Q61,TRINITY_DN41531_c0_g1_i1,CAJHUB010000627.1,99.043,0,406,750,418,1,418,70644,71061,"CAJHUB010000627.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro663, whole genome shotgun sequence",Nyctereutes procyonoides,418
Q61,TRINITY_DN31815_c0_g1_i1,CAJHUB010000718.1,99.045,0,406,750,419,1,419,160403,159986,"CAJHUB010000718.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro745, whole genome shotgun sequence",Nyctereutes procyonoides,419
Q61,TRINITY_DN20817_c0_g1_i1,CAJHUB010000608.1,99.516,0,406,750,413,2,413,56855,56443,"CAJHUB010000608.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro646, whole genome shotgun sequence",Nyctereutes procyonoides,454
Q61,TRINITY_DN42817_c0_g1_i1,CAJHUB010000719.1,99.515,0,406,750,412,1,412,24308,24719,"CAJHUB010000719.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro746, whole genome shotgun sequence",Nyctereutes procyonoides,412
Q61,TRINITY_DN59135_c0_g1_i1,NC_067374.1,100,0,407,752,407,18,424,101440681,101441087,"NC_067374.1 Oryctolagus cuniculus isolate DNA-2018 breed New Zealand White chromosome 1, UM_NZW_1.0, whole genome shotgun sequence",Oryctolagus cuniculus,424
Q61,TRINITY_DN7389_c0_g1_i1,CAJHUB010000647.1,100,0,407,752,407,1,407,81066,81472,"CAJHUB010000647.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro681, whole genome shotgun sequence",Nyctereutes procyonoides,407
Q61,TRINITY_DN61515_c0_g1_i1,CAJHUB010000718.1,99.516,0,407,752,413,1,413,118728,119140,"CAJHUB010000718.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro745, whole genome shotgun sequence",Nyctereutes procyonoides,413
