,Sample ID,Lab code,Sampling date,Sample_location,Street No.,Vendor No.,edge_case,Stall_corrected,Stall_corrected_merged,Sample type,Sample information,SARS-CoV-2 qPCR result,Latitude,Longitude,Stall_corrected_latitude,Stall_corrected_longitude,Stall_merged_latitude,Stall_merged_longitude
354,Env_0915,CCDC-766,02/03/2020,West,8,34,,West|8|34,West|8|34,Environmental swab,Surface of the door,Negative,,,,,,
356,Env_0917,CCDC-768,02/03/2020,West,8,38,,West|8|38,West|8|36-38,Environmental swab,Surface of the door,Negative,,,,,,
360,Env_0921,CCDC-772,02/03/2020,West,9,25,,West|9|25,West|9|25,Environmental swab,Surface of the door,Negative,,,,,,
359,Env_0920,CCDC-771,02/03/2020,West,9,36,,West|9|36,West|9|34-36,Environmental swab,Surface of the door,Negative,,,,,,
357,Env_0918,CCDC-769,02/03/2020,West,9,38,,West|9|38,West|9|38,Environmental swab,Surface of the door,Negative,,,,,,
358,Env_0919,CCDC-770,02/03/2020,West,9,38,,West|9|38,West|9|38,Environmental swab,Container,Negative,,,,,,
329,Env_0890,CCDC-690,02/03/2020,West,,,,West|NA|NA,West|NA|NA,Environmental swab,Ground of garage,Negative,,,,,,
104,Env_0705,7-26-BX,03/02/2020,West,7,26,,West|7|26,West|7|26-28,Environmental swab,Inner surface of refrigerator,Negative,,,,,,
105,Env_0711,7-26-DB,03/02/2020,West,7,26,,West|7|26,West|7|26-28,Environmental swab,Ground,Negative,,,,,,
106,Env_0712,7-26-DH,03/02/2020,West,7,26,,West|7|26,West|7|26-28,Environmental swab,Ground,Negative,,,,,,
107,Env_0710,7-26-JZ,03/02/2020,West,7,26,,West|7|26,West|7|26-28,Environmental swab,Scissors,Negative,,,,,,
108,Env_0706,7-26-K,03/02/2020,West,7,26,,West|7|26,West|7|26-28,Environmental swab,Basket,Negative,,,,,,
109,Env_0708,7-26-PSN,03/02/2020,West,7,26,,West|7|26,West|7|26-28,Environmental swab,Drainage outlet,Negative,,,,,,
110,Env_0707,7-26-PSW,03/02/2020,West,7,26,,West|7|26,West|7|26-28,Environmental swab,Drainage outlet,Negative,,,,,,
111,Env_0709,7-26-ST,03/02/2020,West,7,26,,West|7|26,West|7|26-28,Environmental swab,Glove,Negative,,,,,,
113,Env_0714,8-25-BX,03/02/2020,West,8,25,,West|8|25,West|8|25,Environmental swab,Inner surface of refrigerator,Negative,,,,,,
114,Env_0716,8-25-CK,03/02/2020,West,8,25,,West|8|25,West|8|25,Environmental swab,Sewage,Negative,,,,,,
115,Env_0717,8-25-D,03/02/2020,West,8,25,,West|8|25,West|8|25,Environmental swab,Ground inside the stalls,Positive,,,,,,
116,Env_0715,8-25-D_2,03/02/2020,West,8,25,,West|8|25,West|8|25,Environmental swab,Knief,Negative,,,,,,
120,Env_0718,8-25-DZ,03/02/2020,West,8,25,,West|8|25,West|8|25,Environmental swab,Surface of packing bag,Negative,,,,,,
121,Env_0713,8-25-LJ,03/02/2020,West,8,25,,West|8|25,West|8|25,Environmental swab,Container,Negative,,,,,,
123,Env_0719,8-25-M1,03/02/2020,West,8,25,,West|8|25,West|8|25,Environmental swab,Ground inside the stalls,Positive,,,,,,
124,Env_0720,8-25-M2,03/02/2020,West,8,25,,West|8|25,West|8|25,Environmental swab,Ground,Negative,,,,,,
112,Env_0757,8-25-Bing,09/02/2020,West,8,25,,West|8|25,West|8|25,Environmental swab,Inner surface of refrigerator,Negative,,,,,,
117,Env_0753,8-25-D1,09/02/2020,West,8,25,,West|8|25,West|8|25,Environmental swab,Ground,Negative,,,,,,
118,Env_0754,8-25-D2,09/02/2020,West,8,25,,West|8|25,West|8|25,Environmental swab,Ground,Negative,,,,,,
119,Env_0755,8-25-D3,09/02/2020,West,8,25,,West|8|25,West|8|25,Environmental swab,Ground,Negative,,,,,,
122,Env_0756,8-25-Long,09/02/2020,West,8,25,,West|8|25,West|8|25,Environmental swab,Container,Negative,,,,,,
771,Env_0577,HJ200062-20200112-1,12/01/2020,West,6,29-31-33,,West|6|29-31-33,West|6|29-31-33,Environmental swab,Container,Negative,30.619471,114.256469,,,,
772,Env_0578,HJ200063-20200112-1,12/01/2020,West,6,29-31-33,,West|6|29-31-33,West|6|29-31-33,Environmental swab,Basket,Negative,30.619471,114.256469,,,,
773,Env_0580,HJ200065-20200112-1,12/01/2020,West,6,29-31-33,,West|6|29-31-33,West|6|29-31-33,Environmental swab,White box,Negative,30.619471,114.256469,,,,
774,Env_0581,HJ200066-20200112-1,12/01/2020,West,6,29-31-33,,West|6|29-31-33,West|6|29-31-33,Environmental swab,Iron container,Negative,30.619471,114.256469,,,,
775,Env_0582,HJ200067-20200112-1,12/01/2020,West,6,29-31-33,,West|6|29-31-33,West|6|29-31-33,Environmental swab,Bucket,Negative,30.619471,114.256469,,,,
781,Env_0576,Q61,12/01/2020,West,6,29-31-33,,West|6|29-31-33,West|6|29-31-33,Environmental swab,Cart1,Positive,30.619471,114.256469,,,,
782,Env_0579,Q64,12/01/2020,West,6,29-31-33,,West|6|29-31-33,West|6|29-31-33,Environmental swab,Cart2,Positive,30.619471,114.256469,,,,
783,Env_0583,Q68,12/01/2020,West,6,29-31-33,,West|6|29-31-33,West|6|29-31-33,Environmental swab,Ground,Positive,30.619471,114.256469,,,,
784,Env_0584,Q69,12/01/2020,West,6,29-31-33,,West|6|29-31-33,West|6|29-31-33,Environmental swab,Feather removal machine,Positive,30.619471,114.256469,,,,
785,Env_0585,Q70,12/01/2020,West,6,29-31-33,,West|6|29-31-33,West|6|29-31-33,Environmental swab,Iron container in inner room,Positive,30.619471,114.256469,,,,
742,Env_0546,HJ200031-20200112-1,12/01/2020,West,8,25,,West|8|25,West|8|25,Environmental swab,Basket,Negative,30.619643,114.256508,,,,
743,Env_0547,HJ200032-20200112-1,12/01/2020,West,8,25,,West|8|25,West|8|25,Environmental swab,Foam box,Negative,30.619643,114.256508,,,,
744,Env_0548,HJ200033-20200112-1,12/01/2020,West,8,25,,West|8|25,West|8|25,Environmental swab,Wall,Negative,30.619643,114.256508,,,,
745,Env_0549,HJ200034-20200112-1,12/01/2020,West,8,25,,West|8|25,West|8|25,Environmental swab,Container,Negative,30.619643,114.256508,,,,
746,Env_0550,HJ200035-20200112-1,12/01/2020,West,8,25,,West|8|25,West|8|25,Environmental swab,Outside surface of freezer,Negative,30.619643,114.256508,,,,
747,Env_0551,HJ200036-20200112-1,12/01/2020,West,8,25,,West|8|25,West|8|25,Environmental swab,Iron container,Negative,30.619643,114.256508,,,,
748,Env_0553,HJ200038-20200112-1,12/01/2020,West,8,25,,West|8|25,West|8|25,Environmental swab,Knief,Negative,30.619643,114.256508,,,,
749,Env_0554,HJ200039-20200112-1,12/01/2020,West,8,25,,West|8|25,West|8|25,Environmental swab,Scale,Negative,30.619643,114.256508,,,,
750,Env_0555,HJ200040-20200112-1,12/01/2020,West,8,25,,West|8|25,West|8|25,Environmental swab,Ground,Negative,30.619643,114.256508,,,,
780,Env_0552,Q37,12/01/2020,West,8,25,,West|8|25,West|8|25,Environmental swab,Inner surface of the freezer,Positive,30.619643,114.256508,,,,
751,Env_0556,HJ200041-20200112-1,12/01/2020,West,8,36-38,,West|8|36-38,West|8|36-38,Environmental swab,Feather removal machine,Negative,30.619658,114.256335,,,,
752,Env_0557,HJ200042-20200112-1,12/01/2020,West,8,36-38,,West|8|36-38,West|8|36-38,Environmental swab,Basket,Negative,30.619658,114.256335,,,,
753,Env_0558,HJ200043-20200112-1,12/01/2020,West,8,36-38,,West|8|36-38,West|8|36-38,Environmental swab,Mop,Negative,30.619658,114.256335,,,,
754,Env_0559,HJ200044-20200112-1,12/01/2020,West,8,36-38,,West|8|36-38,West|8|36-38,Environmental swab,Sink,Negative,30.619658,114.256335,,,,
755,Env_0560,HJ200045-20200112-1,12/01/2020,West,8,36-38,,West|8|36-38,West|8|36-38,Environmental swab,Iron container,Negative,30.619658,114.256335,,,,
756,Env_0561,HJ200046-20200112-1,12/01/2020,West,8,36-38,,West|8|36-38,West|8|36-38,Environmental swab,Basket,Negative,30.619658,114.256335,,,,
757,Env_0562,HJ200047-20200112-1,12/01/2020,West,8,36-38,,West|8|36-38,West|8|36-38,Environmental swab,Bucket,Negative,30.619658,114.256335,,,,
758,Env_0563,HJ200048-20200112-1,12/01/2020,West,8,36-38,,West|8|36-38,West|8|36-38,Environmental swab,Inner surface of freezer,Negative,30.619658,114.256335,,,,
759,Env_0564,HJ200049-20200112-1,12/01/2020,West,8,36-38,,West|8|36-38,West|8|36-38,Environmental swab,Dustpan,Negative,30.619658,114.256335,,,,
760,Env_0565,HJ200050-20200112-1,12/01/2020,West,8,36-38,,West|8|36-38,West|8|36-38,Environmental swab,Table top,Negative,30.619658,114.256335,,,,
761,Env_0566,HJ200051-20200112-1,12/01/2020,West,8,37,,West|8|37,West|8|37,Environmental swab,Ground,Negative,30.619605,114.256336,,,,
762,Env_0567,HJ200052-20200112-1,12/01/2020,West,8,37,,West|8|37,West|8|37,Environmental swab,Basket,Negative,30.619605,114.256336,,,,
763,Env_0568,HJ200053-20200112-1,12/01/2020,West,8,37,,West|8|37,West|8|37,Environmental swab,Outside surface of refrigerator,Negative,30.619605,114.256336,,,,
764,Env_0569,HJ200054-20200112-1,12/01/2020,West,8,37,,West|8|37,West|8|37,Environmental swab,Basket,Negative,30.619605,114.256336,,,,
765,Env_0570,HJ200055-20200112-1,12/01/2020,West,8,37,,West|8|37,West|8|37,Environmental swab,Bucket,Negative,30.619605,114.256336,,,,
766,Env_0571,HJ200056-20200112-1,12/01/2020,West,8,37,,West|8|37,West|8|37,Environmental swab,Inner surface of refrigerator,Negative,30.619605,114.256336,,,,
767,Env_0572,HJ200057-20200112-1,12/01/2020,West,8,37,,West|8|37,West|8|37,Environmental swab,Table top,Negative,30.619605,114.256336,,,,
768,Env_0573,HJ200058-20200112-1,12/01/2020,West,8,37,,West|8|37,West|8|37,Environmental swab,Inner surface of refrigerator,Negative,30.619605,114.256336,,,,
769,Env_0574,HJ200059-20200112-1,12/01/2020,West,8,37,,West|8|37,West|8|37,Environmental swab,Wall,Negative,30.619605,114.256336,,,,
770,Env_0575,HJ200060-20200112-1,12/01/2020,West,8,37,,West|8|37,West|8|37,Environmental swab,Iron shelf,Negative,30.619605,114.256336,,,,
712,Env_0516,HJ200001-20200112-1,12/01/2020,West,9,34-36,,West|9|34-36,West|9|34-36,Environmental swab,Table top,Negative,30.619743,114.256338,,,,
713,Env_0517,HJ200002-20200112-1,12/01/2020,West,9,34-36,,West|9|34-36,West|9|34-36,Environmental swab,Scale,Negative,30.619743,114.256338,,,,
714,Env_0518,HJ200003-20200112-1,12/01/2020,West,9,34-36,,West|9|34-36,West|9|34-36,Environmental swab,Container,Negative,30.619743,114.256338,,,,
715,Env_0519,HJ200004-20200112-1,12/01/2020,West,9,34-36,,West|9|34-36,West|9|34-36,Environmental swab,Container,Negative,30.619743,114.256338,,,,
716,Env_0520,HJ200005-20200112-1,12/01/2020,West,9,34-36,,West|9|34-36,West|9|34-36,Environmental swab,Basket,Negative,30.619743,114.256338,,,,
717,Env_0521,HJ200006-20200112-1,12/01/2020,West,9,34-36,,West|9|34-36,West|9|34-36,Environmental swab,Feather removal machine,Negative,30.619743,114.256338,,,,
718,Env_0522,HJ200007-20200112-1,12/01/2020,West,9,34-36,,West|9|34-36,West|9|34-36,Environmental swab,Table,Negative,30.619743,114.256338,,,,
719,Env_0523,HJ200008-20200112-1,12/01/2020,West,9,34-36,,West|9|34-36,West|9|34-36,Environmental swab,Inner surface of refrigerator,Negative,30.619743,114.256338,,,,
720,Env_0524,HJ200009-20200112-1,12/01/2020,West,9,34-36,,West|9|34-36,West|9|34-36,Environmental swab,Inside of feather removal machine,Negative,30.619743,114.256338,,,,
721,Env_0525,HJ200010-20200112-1,12/01/2020,West,9,34-36,,West|9|34-36,West|9|34-36,Environmental swab,Outside surface of refrigerator,Negative,30.619743,114.256338,,,,
732,Env_0536,HJ200021-20200112-1,12/01/2020,West,9,35-37,,West|9|35-37,West|9|35-37,Environmental swab,Ground,Negative,30.619685,114.256327,,,,
733,Env_0537,HJ200022-20200112-1,12/01/2020,West,9,35-37,,West|9|35-37,West|9|35-37,Environmental swab,Outside surface of freezer,Negative,30.619685,114.256327,,,,
734,Env_0538,HJ200023-20200112-1,12/01/2020,West,9,35-37,,West|9|35-37,West|9|35-37,Environmental swab,Wall,Negative,30.619685,114.256327,,,,
735,Env_0539,HJ200024-20200112-1,12/01/2020,West,9,35-37,,West|9|35-37,West|9|35-37,Environmental swab,Blue mop,Negative,30.619685,114.256327,,,,
736,Env_0540,HJ200025-20200112-1,12/01/2020,West,9,35-37,,West|9|35-37,West|9|35-37,Environmental swab,Tongs,Negative,30.619685,114.256327,,,,
737,Env_0541,HJ200026-20200112-1,12/01/2020,West,9,35-37,,West|9|35-37,West|9|35-37,Environmental swab,Ground,Negative,30.619685,114.256327,,,,
738,Env_0542,HJ200027-20200112-1,12/01/2020,West,9,35-37,,West|9|35-37,West|9|35-37,Environmental swab,Bucket,Negative,30.619685,114.256327,,,,
739,Env_0543,HJ200028-20200112-1,12/01/2020,West,9,35-37,,West|9|35-37,West|9|35-37,Environmental swab,Basket,Negative,30.619685,114.256327,,,,
740,Env_0544,HJ200029-20200112-1,12/01/2020,West,9,35-37,,West|9|35-37,West|9|35-37,Environmental swab,Surface of the door,Negative,30.619685,114.256327,,,,
741,Env_0545,HJ200030-20200112-1,12/01/2020,West,9,35-37,,West|9|35-37,West|9|35-37,Environmental swab,Container in inner room,Negative,30.619685,114.256327,,,,
722,Env_0526,HJ200011-20200112-1,12/01/2020,West,9,38,,West|9|38,West|9|38,Environmental swab,Wall,Negative,30.619732,114.256295,,,,
723,Env_0527,HJ200012-20200112-1,12/01/2020,West,9,38,,West|9|38,West|9|38,Environmental swab,White basket,Negative,30.619732,114.256295,,,,
724,Env_0528,HJ200013-20200112-1,12/01/2020,West,9,38,,West|9|38,West|9|38,Environmental swab,Chopping block,Negative,30.619732,114.256295,,,,
725,Env_0529,HJ200014-20200112-1,12/01/2020,West,9,38,,West|9|38,West|9|38,Environmental swab,Container,Negative,30.619732,114.256295,,,,
726,Env_0530,HJ200015-20200112-1,12/01/2020,West,9,38,,West|9|38,West|9|38,Environmental swab,Container,Negative,30.619732,114.256295,,,,
727,Env_0531,HJ200016-20200112-1,12/01/2020,West,9,38,,West|9|38,West|9|38,Environmental swab,Red basket,Negative,30.619732,114.256295,,,,
728,Env_0532,HJ200017-20200112-1,12/01/2020,West,9,38,,West|9|38,West|9|38,Environmental swab,Scale,Negative,30.619732,114.256295,,,,
729,Env_0533,HJ200018-20200112-1,12/01/2020,West,9,38,,West|9|38,West|9|38,Environmental swab,Bucket,Negative,30.619732,114.256295,,,,
730,Env_0534,HJ200019-20200112-1,12/01/2020,West,9,38,,West|9|38,West|9|38,Environmental swab,Bucket,Negative,30.619732,114.256295,,,,
731,Env_0535,HJ200020-20200112-1,12/01/2020,West,9,38,,West|9|38,West|9|38,Environmental swab,Wall,Negative,30.619732,114.256295,,,,
808,Env_0806,W-8-25-D1,15/02/2020,West,8,25,,West|8|25,West|8|25,Environmental swab,Ground inside the stalls,Positive,,,,,,
809,Env_0807,W-8-25-D2,15/02/2020,West,8,25,,West|8|25,West|8|25,Environmental swab,Ground inside the stalls,Positive,,,,,,
810,Env_0808,W-8-25-L,15/02/2020,West,8,25,,West|8|25,West|8|25,Environmental swab,Container,Positive,,,,,,
811,Env_0809,W-8-25-L2,15/02/2020,West,8,25,,West|8|25,West|8|25,Environmental swab,Container,Positive,,,,,,
791,Env_0850,s-1,19/02/2020,Warehouse,6,29,,Warehouse|6|29,Warehouse|6|29,Environmental swab,Storehouse ground,Negative,,,,,,
792,Env_0851,s-2,19/02/2020,Warehouse,6,29,,Warehouse|6|29,Warehouse|6|29,Environmental swab,Storehouse container,Negative,,,,,,
401,Env_0854,E-A--7-3,20/02/2020,East,Accessory Street,7,,East|Accessory Street|7,East|Accessory Street|7,Environmental swab,Chopping block,Negative,,,,,,
402,Env_0859,E-A--7-3-floor,20/02/2020,East,Accessory Street,7,,East|Accessory Street|7,East|Accessory Street|7,Environmental swab,Ground,Negative,,,,,,
403,Env_0858,E-A-7-1,20/02/2020,East,Accessory Street,7,,East|Accessory Street|7,East|Accessory Street|7,Environmental swab,Container,Negative,,,,,,
711,Env_0853,H-D-3.5-L1,20/02/2020,East,Accessory Street,7,,East|Accessory Street|7,East|Accessory Street|7,Environmental swab,Container,Negative,,,,,,
396,Env_0855,E-10-29-1,20/02/2020,West,10,29,,West|10|29,West|10|29-31,Environmental swab,Container,Negative,,,,,,
397,Env_0856,E-10-29-2,20/02/2020,West,10,29,,West|10|29,West|10|29-31,Environmental swab,Container,Negative,,,,,,
268,Env_0840,C10_2,20/02/2020,West,5,,,West|5|NA,West|5|NA,Environmental swab,Inside of container,Negative,,,,,,
270,Env_0841,C11_2,20/02/2020,West,5,,,West|5|NA,West|5|NA,Environmental swab,Ground,Negative,,,,,,
272,Env_0842,C12_2,20/02/2020,West,5,,,West|5|NA,West|5|NA,Environmental swab,Wall,Negative,,,,,,
274,Env_0843,C13_2,20/02/2020,West,5,,,West|5|NA,West|5|NA,Environmental swab,Mahjong table,Negative,,,,,,
276,Env_0844,C14_2,20/02/2020,West,5,,,West|5|NA,West|5|NA,Environmental swab,Mahjong table,Negative,,,,,,
278,Env_0845,C15_2,20/02/2020,West,5,,,West|5|NA,West|5|NA,Environmental swab,Water cup,Negative,,,,,,
320,Env_0836,C6_2,20/02/2020,West,5,,,West|5|NA,West|5|NA,Environmental swab,work clothes,Negative,,,,,,
322,Env_0837,C7_2,20/02/2020,West,5,,,West|5|NA,West|5|NA,Environmental swab,Surface of feather removal machine,Negative,,,,,,
326,Env_0839,C9_2,20/02/2020,West,5,,,West|5|NA,West|5|NA,Environmental swab,Ground,Negative,,,,,,
324,Env_0838,C8_2,20/02/2020,West,5,stair1-2,,West|5|stair1-2,West|5|stair1-2,Environmental swab,Wall inside the stalls,Positive,,,,,,
266,Env_0831,C1_2,20/02/2020,West,6,18,,West|6|18,West|6|18,Environmental swab,Inner surface of refrigerator,Negative,,,,,,
288,Env_0832,C2_2,20/02/2020,West,6,18,,West|6|18,West|6|18,Environmental swab,Inner surface of refrigerator,Negative,,,,,,
300,Env_0833,C3_2,20/02/2020,West,6,18,,West|6|18,West|6|18,Environmental swab,Inner surface of refrigerator,Negative,,,,,,
312,Env_0834,C4_2,20/02/2020,West,6,18,,West|6|18,West|6|18,Environmental swab,Inner surface of refrigerator,Negative,,,,,,
318,Env_0835,C5_2,20/02/2020,West,6,18,,West|6|18,West|6|18,Environmental swab,Inner surface of refrigerator,Negative,,,,,,
280,Env_0846,C16_2,20/02/2020,West,6,34,,West|6|34,West|6|34,Environmental swab,Surface of container,Negative,,,,,,
282,Env_0847,C17_2,20/02/2020,West,6,34,,West|6|34,West|6|34,Environmental swab,Surface of container,Negative,,,,,,
284,Env_0848,C18_2,20/02/2020,West,6,,,West|6|NA,West|6|NA,Environmental swab,Environmental swab,Negative,,,,,,
286,Env_0849,C19_2,20/02/2020,West,6,,,West|6|NA,West|6|NA,Environmental swab,Environmental swab,Negative,,,,,,
126,Env_0852,9-35-3-freezer,20/02/2020,West,9,34,,West|9|34,West|9|34-36,Environmental swab,Inner surface of refrigerator,Negative,,,,,,
125,Env_0857,9-35-2-floor,20/02/2020,West,9,35,,West|9|35,West|9|35-37,Environmental swab,Ground,Negative,,,,,,
786,Env_0871,RLC-1,22/02/2020,Warehouse,8,25,,Warehouse|8|25,Warehouse|8|25,Environmental swab,Storehouse ground,Negative,,,,,,
787,Env_0870,RLC-2,22/02/2020,Warehouse,8,25,,Warehouse|8|25,Warehouse|8|25,Environmental swab,Storehouse ground,Negative,,,,,,
788,Env_0868,RLC-3,22/02/2020,Warehouse,8,25,,Warehouse|8|25,Warehouse|8|25,Environmental swab,Storehouse bag surfaces,Positive,,,,,,
789,Env_0867,RLC-4,22/02/2020,Warehouse,8,25,,Warehouse|8|25,Warehouse|8|25,Environmental swab,Storehouse bag surfaces,Positive,,,,,,
790,Env_0869,RLC-5,22/02/2020,Warehouse,8,25,,Warehouse|8|25,Warehouse|8|25,Environmental swab,Storehouse bag surfaces,Negative,,,,,,
793,Env_0861,SJ-BX-1,22/02/2020,Warehouse,8,25,,Warehouse|8|25,Warehouse|8|25,Environmental swab,Inner surface of refrigerator in storehouse,Negative,,,,,,
794,Env_0860,SJ-BX-2,22/02/2020,Warehouse,8,25,,Warehouse|8|25,Warehouse|8|25,Environmental swab,Inner surface of refrigerator in storehouse,Negative,,,,,,
795,Env_0863,SJ-CS,22/02/2020,Warehouse,8,25,,Warehouse|8|25,Warehouse|8|25,Environmental swab,Storehouse weight scale,Positive,,,,,,
796,Env_0862,SJ-D,22/02/2020,Warehouse,8,25,,Warehouse|8|25,Warehouse|8|25,Environmental swab,Storehouse ground,Positive,,,,,,
797,Env_0864,SJ-L1,22/02/2020,Warehouse,8,25,,Warehouse|8|25,Warehouse|8|25,Environmental swab,Storehouse wire fence,Negative,,,,,,
798,Env_0866,SJ-L2,22/02/2020,Warehouse,8,25,,Warehouse|8|25,Warehouse|8|25,Environmental swab,Storehouse wire fence,Negative,,,,,,
799,Env_0865,SJ-L3,22/02/2020,Warehouse,8,25,,Warehouse|8|25,Warehouse|8|25,Environmental swab,Storehouse wire fence,Positive,,,,,,
71,Env_0623,10-23-abv1,23/01/2020,West,10,23,,West|10|23,West|10|23,Environmental swab,Environmental swab,Negative,,,,,,
72,Env_0634,10-29.31-dor,23/01/2020,West,10,29-31,,West|10|29-31,West|10|29-31,Environmental swab,Surface of the door,Negative,,,,,,
74,Env_0619,10-31-abv2,23/01/2020,West,10,31,,West|10|31,West|10|29-31,Environmental swab,Environmental swab,Negative,,,,,,
75,Env_0616,10-31-In1,23/01/2020,West,10,31,,West|10|31,West|10|29-31,Environmental swab,Environmental swab,Negative,,,,,,
76,Env_0617,10-31-In2,23/01/2020,West,10,31,,West|10|31,West|10|29-31,Environmental swab,Environmental swab,Negative,,,,,,
77,Env_0618,10-31-In3,23/01/2020,West,10,31,,West|10|31,West|10|29-31,Environmental swab,Environmental swab,Negative,,,,,,
78,Env_0624,11-31-abv1,23/01/2020,West,11,31,,West|11|31,West|11|31,Environmental swab,Environmental swab,Negative,,,,,,
79,Env_0628,12-15.17-dor,23/01/2020,West,12,15-17,,West|12|15-17,West|12|15-17,Environmental swab,Surface of the door,Negative,,,,,,
80,Env_0629,12-20.24-dor,23/01/2020,West,12,20-24,,West|12|20-24,West|12|20-24,Environmental swab,Surface of the door,Negative,,,,,,
81,Env_0637,12-32-dor,23/01/2020,West,12,32,,West|12|32,West|12|32,Environmental swab,Surface of the door,Negative,,,,,,
83,Env_0630,2-9.11.13-dor,23/01/2020,West,2,9-11-13,,West|2|9-11-13,West|2|9-11-13,Environmental swab,Surface of the door,Negative,,,,,,
82,Env_0636,2-20-dor,23/01/2020,West,3,20,,West|3|20,West|3|20,Environmental swab,Surface of the door,Negative,,,,,,
85,Env_0633,5-58-dor,23/01/2020,West,5,28,,West|5|28,West|5|28,Environmental swab,Surface of the door,Negative,,,,,,
84,Env_0638,5-5.7-dor2,23/01/2020,West,5,5-7,,West|5|5-7,West|5|5-7,Environmental swab,Surface of the door,Negative,,,,,,
86,Env_0635,5-7-dor,23/01/2020,West,5,7,,West|5|7,West|5|5-7,Environmental swab,Surface of the door,Negative,,,,,,
0,Env_0620,06-29-abv1,23/01/2020,West,6,29,,West|6|29,West|6|29-31-33,Environmental swab,Environmental swab,Negative,,,,,,
1,Env_0627,06-29-abv1_2,23/01/2020,West,6,29,,West|6|29,West|6|29-31-33,Environmental swab,Environmental swab,Negative,,,,,,
2,Env_0622,06-32-abv1,23/01/2020,West,6,32,,West|6|32,West|6|32,Environmental swab,Environmental swab,Negative,,,,,,
102,Env_0631,7-22.24-dor,23/01/2020,West,7,22-24,,West|7|22-24,West|7|20-22-24,Environmental swab,Surface of the door,Negative,,,,,,
103,Env_0632,7-23-dor,23/01/2020,West,7,23,,West|7|23,West|7|23,Environmental swab,Surface of the door,Negative,,,,,,
3,Env_0621,08-25-abv1,23/01/2020,West,8,25,,West|8|25,West|8|25,Environmental swab,Environmental swab,Negative,,,,,,
4,Env_0625,08-25-abv1_2,23/01/2020,West,8,25,,West|8|25,West|8|25,Environmental swab,Environmental swab,Negative,,,,,,
6,Env_0626,09-23-abv1,23/01/2020,West,9,23,,West|9|23,West|9|23,Environmental swab,Environmental swab,Negative,,,,,,
813,Env_0872,W9-GD-1,23/02/2020,West,9,,,West|9|NA,West|9|NA,Environmental swab,Ventilation duct,Negative,,,,,,
73,Env_0640,10-29.31-dor_2,25/01/2020,West,10,29-31,,West|10|29-31,West|10|29-31,Environmental swab,Surface of the door,Negative,,,,,,
5,Env_0639,08-25-abv1_3,25/01/2020,West,8,25,,West|8|25,West|8|25,Environmental swab,Surface of the door,Negative,,,,,,
327,Env_0873,CCDC-454,25/02/2020,West,9,34,,West|9|34,West|9|34-36,Environmental swab,Container,Negative,,,,,,
328,Env_0874,CCDC-455,25/02/2020,West,9,34,,West|9|34,West|9|34-36,Environmental swab,Container,Negative,,,,,,
60,Env_0700,1-29-22,29/01/2020,East,11,13,,East|11|13,East|11|7-13,Environmental swab,Ground,Negative,,,,,,
61,Env_0701,1-29-23,29/01/2020,East,11,9,,East|11|9,East|11|9,Environmental swab,Ground,Negative,,,,,,
52,Env_0693,1-29-15,29/01/2020,East,,,,East|NA|NA,East|NA|NA,Environmental swab,Garbage,Negative,,,,,,
63,Env_0703,1-29-25,29/01/2020,East,,,,East|NA|NA,East|NA|NA,Environmental swab,Garbage,Negative,,,,,,
87,Env_0875,629-1-L1,29/02/2020,West,6,29,,West|6|29,West|6|29-31-33,Environmental swab,Container,Negative,,,,,,
88,Env_0884,629-10-TAJ,29/02/2020,West,6,29,,West|6|29,West|6|29-31-33,Environmental swab,Feather removal machine,Negative,,,,,,
89,Env_0885,629-11-L,29/02/2020,West,6,29,,West|6|29,West|6|29-31-33,Environmental swab,Container,Negative,,,,,,
90,Env_0886,629-12-L,29/02/2020,West,6,29,,West|6|29,West|6|29-31-33,Environmental swab,Container,Negative,,,,,,
91,Env_0887,629-13-L,29/02/2020,West,6,29,,West|6|29,West|6|29-31-33,Environmental swab,Container,Negative,,,,,,
92,Env_0888,629-14-L,29/02/2020,West,6,29,,West|6|29,West|6|29-31-33,Environmental swab,Container,Negative,,,,,,
93,Env_0876,629-2-L2,29/02/2020,West,6,29,,West|6|29,West|6|29-31-33,Environmental swab,Container,Negative,,,,,,
94,Env_0877,629-3-C,29/02/2020,West,6,29,,West|6|29,West|6|29-31-33,Environmental swab,Cart,Negative,,,,,,
95,Env_0878,629-4-L3,29/02/2020,West,6,29,,West|6|29,West|6|29-31-33,Environmental swab,Container,Negative,,,,,,
96,Env_0879,629-5-L4,29/02/2020,West,6,29,,West|6|29,West|6|29-31-33,Environmental swab,Container,Negative,,,,,,
97,Env_0880,629-6-L5,29/02/2020,West,6,29,,West|6|29,West|6|29-31-33,Environmental swab,Container,Negative,,,,,,
98,Env_0881,629-7-L6,29/02/2020,West,6,29,,West|6|29,West|6|29-31-33,Environmental swab,Container,Negative,,,,,,
99,Env_0882,629-8-L7,29/02/2020,West,6,29,,West|6|29,West|6|29-31-33,Environmental swab,Container,Negative,,,,,,
100,Env_0883,629-9-L8,29/02/2020,West,6,29,,West|6|29,West|6|29-31-33,Environmental swab,Container,Negative,,,,,,
101,Env_0889,629-L-1,29/02/2020,West,6,29,,West|6|29,West|6|29-31-33,Environmental swab,Container,Negative,,,,,,
